Date,Organization,Latitude (bottom),Longitude (bottom),Latitude (top),Longitude (top),Elevation bottom (ft),Elevation top (ft),Stream,Location,Origin,Method,OrganismType,Species,Common Name,Count,Size Range (cm),Notes (during / post capture),~ Biomass (lbs),HSIBI Score,
3/31/2016,Mid-Pacific Institute,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,4,6 to 7,Removed from study site,NA,NA,
3/31/2016,Mid-Pacific Institute,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,33,NA,SUMMARY,6.00,27.27,
4/4/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,16,2 to 6,Removed from study site,NA,NA,
4/4/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,51,3 to 26,Removed from study site,NA,NA,
4/4/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,1,3,Removed from study site,NA,NA,
4/4/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,2,4 to 7,Removed from study site,NA,NA,
4/4/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,70,NA,SUMMARY,2.30,27.27,
6/8/2016,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,26,14 to 25,Removed from study site,NA,NA,
6/8/2016,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,1,6.5,Returned live to capture location,NA,NA,
6/8/2016,University of Hawaii at Manoa -STEMS2,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,2,6 and 9,Removed from study site,NA,NA,
6/22/2016,Queen Liliuokalani Children's Center,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,230,12 to 27,Removed from study site,NA,NA,
6/22/2016,Queen Liliuokalani Children's Center,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,1,4 to 7,Removed from study site,NA,NA,
6/22/2016,Queen Liliuokalani Children's Center,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,3,2 to 9,Removed from study site,NA,NA,
6/22/2016,Queen Liliuokalani Children's Center,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,9,3 to 12,Returned live to capture location,NA,NA,
6/22/2016,Queen Liliuokalani Children's Center,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,10,TOTAL NON-NATIVES,262,NA,SUMMARY,36.60,30.90,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,141,1.5 to 3,Removed from study site,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,31,2 to 4,Removed from study site,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,7,2 to 5,Removed from study site,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,123,1.5 to 2,Removed from study site,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,8,1 to 2,Removed from study site,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Corbicula fluminea,Asiatic Clam,14,1.5,Removed from study site,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,15,Returned live to capture location,NA,NA,
6/23/2016,Washington Middle School,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,324,NA,SUMMARY,0.10,38.20,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,5,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Carassius auratus,Goldfish,1,18,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,9,6 to 13.5,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,28,3 to 7,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Corydoras aeneus,Bronze Catfish,1,4,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,3,3 to 4,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,3,Removed from study site,NA,NA,
6/24/2016,University Laboratory School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,44,NA,SUMMARY,0.60,27.30,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,40,2 to 5,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,3,5 to 6,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,5,3 to 5,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,23,2 to 3,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Bufo marinus,Cane Toad (tadpoles),21,1.5 to 2,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,4,1.5 to 2,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,3,4 to 5,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,4,1.5,Removed from study site,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,3.5,Returned live to capture location,NA,NA,
7/3/2016,University of Hawaii at Manoa -STEMS2,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,103,NA,SUMMARY,0.10,30.90,
7/7/2016,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,5.5,Removed from study site,NA,NA,
7/7/2016,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,45,3 to 6,Removed from study site,NA,NA,
7/7/2016,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,56,4 to 19,Removed from study site,NA,NA,
7/7/2016,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,31,3 to 7,Removed from study site,NA,NA,
7/7/2016,University Laboratory School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,133,NA,SUMMARY,1.80,27.30,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,2,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,24,1.5 to 2,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,21,2 to 6,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,4,3 to 5,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,29,1.5 to 3,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,1,4,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Non-native,paepae,Vertebrate,Gambusia affinis,Mosquitofish,1,4,Removed from study site,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,4,Returned live to capture location,NA,NA,
9/8/2016,Pacific Buddhist Academy,21.34613,-157.82065,21.34681,-157.82028,790,796,Nuuanu,Judd Trailhead,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,81,NA,SUMMARY,0.01,30.90,
10/11/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,22,2 to 5,Removed from study site,NA,NA,
10/11/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,696,3 to 21,Removed from study site,NA,NA,
10/11/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,36,3 to 6,Removed from study site,NA,NA,
10/11/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,2,4 and 5,Removed from study site,NA,NA,
10/11/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,2,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,40,2.5 to 6,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,180,4 to 24,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,60,2.5 to 8,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,1037,NA,SUMMARY,46.50,27.27,
10/13/2016,Punahou School,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,248,2 to 6,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,52,3 to 6.5,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,1,2.5 to 5,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,27,1.5 to 3,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,1,18,Removed from study site,NA,NA,
10/13/2016,Punahou School,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,329,NA,SUMMARY,0.70,27.27,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,12,1.5 to 3,Removed from study site,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,4,3 to 4,Removed from study site,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,6,1.5 to 2,Removed from study site,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,4,1.5 to 2,Removed from study site,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Corbicula fluminea,Asiatic Clam,2,1 and 2,Removed from study site,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,1,13,Removed from study site,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,7.5,Returned live to capture location,NA,NA,
10/27/2016,Halau Ku Mana,21.31284,-157.82912,21.31402,-157.82866,250,272,Makiki,Halau Ku Mana,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,29,NA,SUMMARY,0.10,30.90,
11/4/2016,Iolani School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,2,4 and 6,Removed from study site,NA,NA,
11/4/2016,Iolani School,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,2,NA,SUMMARY,0.00,34.60,
11/4/2016,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,126,4 to 18,Removed from study site,NA,NA,
11/4/2016,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,4.5,Returned live to capture location,NA,NA,
11/4/2016,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,18,2 to 6.5,Removed from study site,NA,NA,
11/4/2016,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,39,3 to 5.5,Removed from study site,NA,NA,
11/4/2016,Iolani School,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,183,NA,SUMMARY,2.00,34.60,
11/7/2016,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,3.5,Returned live to capture location,NA,NA,
11/7/2016,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,5,3.5 to 5,Removed from study site,NA,NA,
11/7/2016,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,7,6 to 15,Removed from study site,NA,NA,
11/7/2016,Iolani School,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,12,NA,SUMMARY,0.20,34.60,
11/7/2016,Iolani School,21.33389,-157.80151,21.33431,-157.80200,497,512,Manoa,Lyon Arboretum,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,8,1.5 to 3,Removed from study site,NA,NA,
11/7/2016,Iolani School,21.33389,-157.80151,21.33431,-157.80200,497,512,Manoa,Lyon Arboretum,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,9,4 to 7,Removed from study site,NA,NA,
11/7/2016,Iolani School,21.33389,-157.80151,21.33431,-157.80200,497,512,Manoa,Lyon Arboretum,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,17,NA,SUMMARY,0.00,30.90,
12/8/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,99,10 to 26,Removed from study site,NA,NA,
12/8/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,1,11,Removed from study site,NA,NA,
12/8/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Invertebrate,Scylla serrata,Samoan Crab,1,6,Removed from study site,NA,NA,
12/8/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,1,6.5,Returned live to capture location,NA,NA,
